Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Recording name	Variable1	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Eyetracker timestamp	Event	Event value	Event parameters	Row number	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Pupil diameter filtered	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Stimulus template name	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Mouse position X	Mouse position Y
17824844	75099117832	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623732587					1660	250	1482	213	1838	288	0.30431	0.23812	-0.92233	0.37115	0.26470	-0.89005	3.003	3.107	3.068	Valid	Valid	283.5	-61.8	544.6	347.2	-55.3	544.5	463.2	78.8	574.3	106.7	0.8646	0.2318	0.7720	0.1970	0.9572	0.2667	Calibration	Unclassified	17	199						
17833177	75099126165	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623740920					1649	233	1477	204	1820	262	0.30235	0.23271	-0.92436	0.36507	0.25070	-0.89659	3.166	3.268	3.068	Valid	Valid	283.5	-61.5	544.3	347.2	-55.0	544.2	461.5	75.5	568.9	97.2	0.8587	0.2159	0.7692	0.1888	0.9481	0.2429	Calibration	Saccade	17	238						
17841510	75099134498	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623749253					1500	512	1465	229	1536	795	0.29537	0.24776	-0.92270	0.19693	0.53262	-0.82312	3.029	3.050	3.083	Valid	Valid	283.5	-61.5	544.4	348.3	-61.6	550.4	457.8	84.6	480.0	294.5	0.7815	0.4739	0.7630	0.2116	0.8000	0.7363	Calibration	Saccade	17	238						
17849843	75099142831	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623757587					1668	282	1496	242	1839	322	0.30977	0.25425	-0.91619	0.36985	0.28303	-0.88493	3.037	3.130	3.102	Valid	Valid	283.5	-61.5	544.4	347.2	-55.0	544.4	467.6	89.5	574.8	119.1	0.8686	0.2609	0.7793	0.2239	0.9580	0.2978	Calibration	Unclassified	58	200						
17858176	75099151164	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623765920					1652	248	1473	222	1830	274	0.29938	0.24362	-0.92251	0.36905	0.25657	-0.89329	3.182	3.304	3.099	Valid	Valid	283.5	-61.7	544.6	347.2	-54.6	544.0	460.2	82.1	572.0	101.7	0.8602	0.2297	0.7671	0.2053	0.9533	0.2541	Calibration	Unclassified	58	200						
17866509	75099159497	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623774253					1641	284	1470	260	1813	307	0.29625	0.26583	-0.91737	0.35906	0.27626	-0.89149	3.033	3.167	3.129	Valid	Valid	283.6	-61.2	544.1	347.3	-54.9	544.4	459.3	96.4	566.6	113.8	0.8549	0.2628	0.7655	0.2411	0.9443	0.2845	Calibration	Unclassified	58	200						
17874843	75099167831	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623782587					1678	285	1510	253	1845	318	0.31548	0.26006	-0.91260	0.37256	0.28056	-0.88458	3.091	3.161	3.136	Valid	Valid	283.5	-61.6	544.6	347.3	-55.1	544.7	471.8	93.6	576.7	117.7	0.8737	0.2641	0.7863	0.2339	0.9611	0.2942	Calibration	Unclassified	58	200						
17883175	75099176163	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623790920					1661	263	1487	239	1834	287	0.30541	0.25333	-0.91791	0.36990	0.26299	-0.89108	3.220	3.314	3.136	Valid	Valid	283.5	-61.7	544.8	347.3	-54.4	544.1	464.7	88.6	573.1	106.1	0.8649	0.2434	0.7746	0.2216	0.9552	0.2653	Calibration	Unclassified	58	200						
17891508	75099184496	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623799253					1656	292	1473	268	1839	315	0.29720	0.27012	-0.91581	0.37014	0.27907	-0.88607	3.098	3.175	3.149	Valid	Valid	283.6	-61.1	544.2	347.3	-54.8	544.5	460.2	99.4	574.7	116.7	0.8624	0.2701	0.7669	0.2484	0.9579	0.2918	Calibration	Unclassified	58	200						
17899842	75099192830	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623807587					1674	304	1495	260	1853	348	0.30816	0.26464	-0.91378	0.37396	0.29634	-0.87883	3.118	3.181	3.151	Valid	Valid	283.5	-61.2	544.3	347.3	-54.9	544.6	467.1	96.4	579.0	128.8	0.8718	0.2815	0.7785	0.2411	0.9650	0.3220	Calibration	Unclassified	58	200						
17908175	75099201163	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623815920					1664	276	1489	255	1840	297	0.30572	0.26209	-0.91534	0.37152	0.26906	-0.88858	3.230	3.347	3.151	Valid	Valid	283.5	-61.3	544.4	347.3	-54.7	544.5	465.3	94.6	574.9	110.1	0.8669	0.2559	0.7756	0.2366	0.9582	0.2753	Calibration	Saccade	8	239						
17916508	75099209496	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623824253					1645	308	1461	283	1829	333	0.29090	0.27892	-0.91519	0.36469	0.28929	-0.88505	3.103	3.183	3.169	Valid	Valid	283.6	-61.2	544.3	347.3	-54.7	544.5	456.6	104.7	571.7	123.3	0.8569	0.2850	0.7610	0.2618	0.9528	0.3082	Calibration	Unclassified	8	201						
17924842	75099217830	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623832587					1668	325	1480	284	1857	366	0.30010	0.27797	-0.91251	0.37442	0.30605	-0.87530	3.139	3.199	3.176	Valid	Valid	283.6	-60.5	543.7	347.3	-54.7	544.5	462.4	105.1	580.2	135.7	0.8688	0.3010	0.7707	0.2628	0.9670	0.3392	Calibration	Saccade	17	240						
17933175	75099226163	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623840920					1656	283	1479	263	1834	304	0.30067	0.26620	-0.91582	0.36855	0.27265	-0.88872	3.255	3.353	3.174	Valid	Valid	283.6	-60.8	544.0	347.3	-54.4	544.3	462.2	97.3	573.0	112.6	0.8626	0.2623	0.7703	0.2432	0.9550	0.2814	Calibration	Saccade	17	240						
17941507	75099234495	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623849253					1649	326	1470	304	1827	347	0.29421	0.29075	-0.91044	0.36246	0.29747	-0.88325	3.135	3.213	3.183	Valid	Valid	283.6	-61.1	544.3	347.3	-54.9	544.8	459.5	112.8	570.9	128.6	0.8586	0.3017	0.7658	0.2819	0.9515	0.3216	Calibration	Unclassified	8	202						
17949847	75099242835	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623857593					1676	338	1500	305	1852	371	0.30854	0.28936	-0.90613	0.37216	0.30848	-0.87541	3.127	3.228	3.203	Valid	Valid	283.5	-60.7	543.9	347.2	-54.3	544.3	468.8	113.0	578.6	137.4	0.8728	0.3131	0.7813	0.2826	0.9643	0.3436	Calibration	Saccade	17	241						
17958180	75099251168	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623865926					1672	303	1490	274	1853	333	0.30536	0.27260	-0.91238	0.37574	0.28724	-0.88109	3.246	3.371	3.196	Valid	Valid	283.5	-61.2	544.5	347.2	-54.1	544.0	465.7	101.5	579.2	123.3	0.8708	0.2810	0.7762	0.2537	0.9654	0.3082	Calibration	Saccade	17	241						
17966513	75099259501	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623874259					1666	349	1482	331	1850	368	0.29860	0.30470	-0.90443	0.37154	0.30669	-0.87630	3.142	3.264	3.206	Valid	Valid	283.6	-60.9	544.1	347.3	-54.4	544.4	463.2	122.4	578.1	136.1	0.8677	0.3232	0.7720	0.3061	0.9635	0.3403	Calibration	Fixation	67	35	1675	362	0.8725	0.3351		
17974847	75099267835	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623882593					1686	353	1497	314	1874	391	0.30670	0.29457	-0.90508	0.38005	0.31822	-0.86850	3.148	3.249	3.219	Valid	Valid	283.5	-60.8	544.2	347.2	-54.6	544.7	468.0	116.3	585.6	145.0	0.8779	0.3265	0.7799	0.2907	0.9760	0.3624	Calibration	Fixation	67	35	1675	362	0.8725	0.3351		
17983179	75099276167	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623890926					1673	319	1492	282	1854	356	0.30569	0.27682	-0.91100	0.37398	0.30028	-0.87748	3.277	3.396	3.209	Valid	Valid	283.5	-61.2	544.6	347.2	-54.3	544.4	466.2	104.3	579.2	132.0	0.8712	0.2953	0.7770	0.2607	0.9654	0.3299	Calibration	Fixation	67	35	1675	362	0.8725	0.3351		
17991512	75099284500	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623899259					1661	359	1473	330	1849	388	0.29417	0.30516	-0.90573	0.36989	0.31750	-0.87314	3.155	3.283	3.240	Valid	Valid	283.5	-61.1	544.6	347.3	-54.5	544.5	460.4	122.3	577.9	143.5	0.8653	0.3323	0.7673	0.3058	0.9632	0.3588	Calibration	Fixation	67	35	1675	362	0.8725	0.3351		
17999846	75099292834	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623907593					1678	371	1484	332	1871	410	0.29946	0.30491	-0.90408	0.37744	0.32821	-0.86592	3.196	3.256	3.255	Valid	Valid	283.5	-60.5	544.0	347.2	-54.7	544.8	463.7	123.0	584.7	151.8	0.8737	0.3435	0.7729	0.3074	0.9745	0.3795	Calibration	Fixation	67	35	1675	362	0.8725	0.3351		
18008179	75099301167	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623915926					1676	330	1490	297	1862	363	0.30414	0.28542	-0.90886	0.37697	0.30353	-0.87508	3.277	3.404	3.247	Valid	Valid	283.5	-60.9	544.4	347.2	-54.4	544.5	465.7	110.1	581.8	134.5	0.8729	0.3057	0.7761	0.2751	0.9696	0.3362	Calibration	Fixation	67	35	1675	362	0.8725	0.3351		
18016512	75099309500	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623924259					1641	378	1460	345	1823	411	0.28672	0.31383	-0.90515	0.35653	0.33186	-0.87336	3.192	3.315	3.263	Valid	Valid	283.5	-61.2	544.7	347.3	-54.7	544.9	456.1	127.7	569.8	152.3	0.8549	0.3500	0.7602	0.3192	0.9496	0.3808	Calibration	Fixation	67	35	1675	362	0.8725	0.3351		
18024845	75099317833	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623932593					1702	380	1523	352	1880	407	0.31624	0.31489	-0.89490	0.38140	0.32629	-0.86491	3.212	3.298	3.263	Valid	Valid	283.5	-61.1	544.6	347.2	-54.7	545.0	476.0	130.6	587.5	150.9	0.8862	0.3518	0.7933	0.3264	0.9792	0.3772	Calibration	Fixation	67	35	1675	362	0.8725	0.3351		
18033178	75099326166	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623940926					1683	361	1494	320	1872	402	0.30493	0.29820	-0.90449	0.37883	0.32349	-0.86709	3.282	3.430	3.254	Valid	Valid	283.5	-60.9	544.5	347.2	-54.3	544.5	467.0	118.6	585.1	148.9	0.8767	0.3343	0.7784	0.2965	0.9751	0.3722	Calibration	Saccade	17	242						
18041511	75099334499	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623949259					1027	674	1471	368	582	979	0.29112	0.32596	-0.89944	-0.22977	0.59571	-0.76964	3.187	3.313	3.262	Valid	Valid	283.5	-60.9	544.5	350.6	-74.9	565.3	459.8	136.4	181.9	362.6	0.5347	0.6237	0.7663	0.3409	0.3031	0.9065	Calibration	Saccade	17	242						
18049845	75099342833	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623957593					1698	399	1517	373	1880	426	0.31214	0.32605	-0.89233	0.38016	0.33559	-0.86189	3.195	3.308	3.269	Valid	Valid	283.5	-60.8	544.4	347.2	-54.5	544.9	473.9	138.1	587.5	157.6	0.8845	0.3697	0.7899	0.3453	0.9792	0.3940	Calibration	Unclassified	33	203						
18058178	75099351166	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623965926					1679	363	1495	319	1864	408	0.30535	0.29707	-0.90471	0.37464	0.32732	-0.86747	3.281	3.432	3.257	Valid	Valid	283.4	-60.8	544.5	347.2	-54.4	544.8	467.2	118.0	582.5	151.1	0.8747	0.3364	0.7787	0.2950	0.9708	0.3778	Calibration	Unclassified	33	203						
18066511	75099359499	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623974259					1677	413	1502	373	1852	454	0.30540	0.32656	-0.89448	0.36611	0.35183	-0.86150	3.201	3.336	3.270	Valid	Valid	283.5	-60.6	544.3	347.2	-54.4	544.7	469.3	138.1	578.7	168.0	0.8733	0.3827	0.7822	0.3453	0.9645	0.4201	Calibration	Unclassified	33	203						
18074844	75099367832	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623982593					1706	417	1514	372	1899	461	0.31092	0.32531	-0.89303	0.38526	0.35287	-0.85268	3.204	3.297	3.270	Valid	Valid	283.4	-60.7	544.5	347.2	-54.6	545.0	473.0	137.7	593.4	170.9	0.8887	0.3857	0.7884	0.3441	0.9890	0.4273	Calibration	Unclassified	33	203						
18083180	75099376168	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623990929					1682	373	1504	330	1860	416	0.30862	0.30328	-0.90154	0.37236	0.33144	-0.86689	3.281	3.448	3.255	Valid	Valid	283.4	-60.9	544.8	347.1	-54.3	544.7	469.9	122.3	581.1	154.0	0.8759	0.3454	0.7832	0.3058	0.9685	0.3850	Calibration	Saccade	17	243						
18091513	75099384501	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1623999262					1666	463	1511	394	1822	531	0.30848	0.33702	-0.88953	0.34614	0.39364	-0.85161	3.183	3.270	3.267	Valid	Valid	283.5	-60.4	544.2	347.4	-55.5	545.8	472.2	145.8	569.2	196.8	0.8678	0.4283	0.7870	0.3645	0.9487	0.4920	Calibration	Saccade	17	243						
18099847	75099392835	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1624007596					1704	432	1518	395	1890	469	0.31144	0.33785	-0.88818	0.38098	0.35687	-0.85293	3.227	3.306	3.303	Valid	Valid	283.5	-60.8	544.7	347.1	-54.4	544.9	474.5	146.4	590.5	173.6	0.8875	0.3999	0.7908	0.3659	0.9842	0.4339	Calibration	Unclassified	33	204						
18108180	75099401168	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1624015929					1693	404	1500	358	1886	451	0.30513	0.31847	-0.89748	0.38036	0.34842	-0.85670	3.270	3.449	3.258	Valid	Valid	283.4	-60.8	544.7	347.0	-54.9	545.6	468.6	132.5	589.2	167.0	0.8815	0.3744	0.7810	0.3313	0.9821	0.4175	Calibration	Unclassified	33	204						
18116512	75099409500	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1624024262					1491	410	1491	410			0.29787	0.34694	-0.88933				3.174		3.303	Valid	Invalid	283.5	-60.8	544.8				465.9	151.7			0.7765	0.3792	0.7765	0.3792			Calibration	Unclassified	33	204						
18124845	75099417833	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1624032595					1710	442	1527	414	1893	471	0.31416	0.34716	-0.88362	0.38204	0.35792	-0.85202	3.207	3.308	3.327	Valid	Valid	283.4	-60.7	544.7	347.1	-54.5	545.2	477.1	153.3	591.6	174.5	0.8906	0.4097	0.7952	0.3832	0.9859	0.4362	Calibration	Unclassified	33	204						
18133179	75099426167	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1624040929					1690	408	1489	356	1891	459	0.30035	0.31824	-0.89917	0.38200	0.35208	-0.85447	3.247	3.451	3.326	Valid	Valid	283.4	-60.9	544.9	347.0	-54.9	545.7	465.5	132.0	591.0	169.9	0.8803	0.3774	0.7758	0.3300	0.9849	0.4249	Calibration	Saccade	17	244						
18141512	75099434500	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1624049262					1483	422	1483	422			0.29347	0.35394	-0.88803				3.180		3.330	Valid	Invalid	283.5	-61.0	545.1				463.6	156.2			0.7726	0.3906	0.7726	0.3906			Calibration	Saccade	17	244						
18149845	75099442833	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1624057595					1515	420	1515	420			0.30833	0.35085	-0.88422				3.214		3.330	Valid	Invalid	283.4	-60.6	544.7				473.4	155.6			0.7889	0.3889	0.7889	0.3889			Calibration	Unclassified	58	205						
