Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Recording name	Variable1	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Eyetracker timestamp	Event	Event value	Event parameters	Row number	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Pupil diameter filtered	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Stimulus template name	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Mouse position X	Mouse position Y
8391352	75089684340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614299027					158	632	-37	589	352	675	-0.40347	0.41472	-0.81561	-0.32645	0.46654	-0.82205	3.050	2.986	3.029	Valid	Valid	260.8	-61.8	550.4	323.9	-55.7	538.6	-11.4	218.1	110.0	250.0	0.0821	0.5851			0.1833	0.6250	Calibration	Unclassified	8	47						
8399686	75089692674	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614307361					181	592	2	578	359	605	-0.38940	0.41265	-0.82346	-0.32863	0.43595	-0.83783	3.073	2.984	3.060	Valid	Valid	260.8	-61.6	550.2	323.9	-56.7	539.8	0.6	214.1	112.2	224.1	0.0940	0.5478	0.0010	0.5353	0.1870	0.5603	Calibration	Saccade	17	67						
8408019	75089701007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614315694					145	581	-37	577	328	585	-0.40462	0.40919	-0.81783	-0.34412	0.42415	-0.83766	3.082	3.147	3.035	Valid	Valid	260.8	-61.9	550.5	324.0	-56.4	539.4	-11.6	213.5	102.4	216.8	0.0757	0.5379			0.1706	0.5419	Calibration	Saccade	17	67						
8416352	75089709340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614324027					132	593	-34	582	298	604	-0.40331	0.41163	-0.81725	-0.35501	0.43086	-0.82965	3.060	3.046	3.063	Valid	Valid	260.8	-61.7	550.3	324.0	-56.7	539.8	-10.8	215.5	93.0	223.6	0.0685	0.5488			0.1550	0.5590	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8424686	75089717674	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614332361					178	595	-4	578	360	611	-0.39163	0.41222	-0.82262	-0.32756	0.43894	-0.83668	3.081	2.997	3.063	Valid	Valid	260.8	-61.5	550.1	323.9	-56.8	539.8	-1.1	214.1	112.6	226.4	0.0928	0.5507			0.1876	0.5660	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8433019	75089726007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614340694					148	589	-35	583	331	595	-0.40319	0.41245	-0.81690	-0.34161	0.42921	-0.83611	3.089	3.165	3.063	Valid	Valid	260.8	-61.9	550.5	324.0	-56.4	539.5	-11.0	216.0	103.6	220.5	0.0772	0.5457			0.1726	0.5513	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8441352	75089734340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614349027					131	603	-36	583	298	622	-0.40369	0.41201	-0.81687	-0.35318	0.43939	-0.82596	3.071	3.046	3.067	Valid	Valid	260.8	-61.7	550.3	323.9	-56.5	539.5	-11.2	215.8	93.2	230.5	0.0684	0.5579			0.1554	0.5763	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8449686	75089742674	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614357361					182	599	-7	584	370	613	-0.39221	0.41489	-0.82100	-0.32281	0.44072	-0.83759	3.096	3.011	3.071	Valid	Valid	260.7	-61.5	550.1	323.9	-57.0	540.1	-2.0	216.5	115.7	227.1	0.0947	0.5545			0.1929	0.5678	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8458019	75089751007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614365694					143	595	-40	591	327	598	-0.40428	0.41577	-0.81467	-0.34343	0.42987	-0.83502	3.132	3.188	3.071	Valid	Valid	260.7	-61.9	550.5	323.9	-56.4	539.4	-12.4	219.1	102.1	221.3	0.0747	0.5505			0.1701	0.5533	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8466352	75089759340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614374027					124	605	-45	587	293	622	-0.40683	0.41331	-0.81466	-0.35555	0.43887	-0.82522	3.084	3.054	3.078	Valid	Valid	260.7	-61.9	550.5	323.9	-56.6	539.6	-14.2	217.4	91.4	230.4	0.0644	0.5598			0.1524	0.5760	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8474686	75089767674	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614382361					180	596	-7	575	368	616	-0.39313	0.41048	-0.82278	-0.32354	0.44201	-0.83663	3.102	3.037	3.078	Valid	Valid	260.7	-61.7	550.3	323.9	-57.0	540.1	-2.2	212.9	115.0	228.3	0.0940	0.5515			0.1917	0.5708	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8483019	75089776007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614390694					152	580	-32	573	336	587	-0.40279	0.40790	-0.81938	-0.34038	0.42543	-0.83854	3.119	3.173	3.072	Valid	Valid	260.7	-61.8	550.4	323.9	-56.4	539.5	-9.9	212.2	104.9	217.3	0.0792	0.5369			0.1748	0.5433	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8491352	75089784340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614399027					140	637	-44	592	325	683	-0.40582	0.41551	-0.81404	-0.33699	0.46833	-0.81676	3.100	3.041	3.078	Valid	Valid	260.7	-61.9	550.6	323.8	-56.0	538.9	-13.8	219.1	101.4	253.1	0.0730	0.5902			0.1690	0.6327	Calibration	Fixation	83	20	148	596	0.0769	0.5518		
8499686	75089792674	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614407361					185	596	0	576	370	615	-0.38984	0.41189	-0.82363	-0.32276	0.44152	-0.83719	3.115	3.031	3.078	Valid	Valid	260.6	-61.8	550.5	323.8	-57.0	540.1	0.1	213.4	115.6	227.8	0.0964	0.5516	0.0001	0.5336	0.1927	0.5696	Calibration	Saccade	17	68						
8508020	75089801008	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614415695					155	584	-24	580	334	587	-0.39903	0.41186	-0.81924	-0.34087	0.42559	-0.83826	3.128	3.183	3.077	Valid	Valid	260.6	-61.9	550.6	323.9	-56.4	539.6	-7.5	214.9	104.5	217.5	0.0808	0.5405			0.1741	0.5438	Calibration	Saccade	17	68						
8516352	75089809340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614424028					170	667	-48	604	389	731	-0.40639	0.42071	-0.81108	-0.30590	0.49299	-0.81449	3.095	3.028	3.078	Valid	Valid	260.7	-61.8	550.4	323.6	-54.9	537.8	-15.1	223.7	121.6	270.6	0.0888	0.6179			0.2027	0.6765	Calibration	Unclassified	8	48						
8524686	75089817674	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614432362					183	601	-4	586	370	617	-0.39061	0.41577	-0.82132	-0.32226	0.44261	-0.83681	3.113	3.042	3.090	Valid	Valid	260.6	-61.8	550.4	323.8	-57.1	540.2	-1.2	216.9	115.8	228.6	0.0955	0.5569			0.1929	0.5716	Calibration	Saccade	17	69						
8533019	75089826007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614440695					148	590	-33	579	329	600	-0.40232	0.41089	-0.81812	-0.34185	0.43138	-0.83489	3.120	3.185	3.075	Valid	Valid	260.6	-62.1	550.8	323.8	-56.5	539.6	-10.2	214.5	102.9	222.3	0.0772	0.5461			0.1715	0.5559	Calibration	Saccade	17	69						
8541352	75089834340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614449028					122	611	-51	607	295	614	-0.40699	0.42197	-0.81012	-0.35493	0.43549	-0.82727	3.103	3.066	3.090	Valid	Valid	260.7	-61.8	550.4	323.8	-56.6	539.7	-15.9	224.9	92.2	227.5	0.0636	0.5656			0.1537	0.5689	Calibration	Unclassified	8	49						
8549686	75089842674	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614457362					180	600	-14	587	374	614	-0.39464	0.41530	-0.81963	-0.32091	0.44142	-0.83796	3.109	3.034	3.088	Valid	Valid	260.6	-61.5	550.2	323.8	-57.2	540.3	-4.3	217.2	116.8	227.5	0.0938	0.5559			0.1947	0.5686	Calibration	Saccade	17	70						
8558020	75089851008	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614465695					140	589	-44	579	324	600	-0.40672	0.40995	-0.81640	-0.34391	0.43081	-0.83434	3.118	3.190	3.072	Valid	Valid	260.6	-62.1	550.8	323.8	-56.5	539.6	-13.8	214.5	101.4	222.1	0.0730	0.5458			0.1690	0.5553	Calibration	Saccade	17	70						
8566353	75089859341	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614474028					163	656	-54	603	379	709	-0.40838	0.42003	-0.81043	-0.31178	0.48330	-0.81806	3.088	3.019	3.072	Valid	Valid	260.6	-61.8	550.5	323.6	-55.1	538.0	-16.8	223.5	118.5	262.8	0.0848	0.6078			0.1976	0.6569	Calibration	Unclassified	58	50						
8574685	75089867673	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614482361					176	603	-18	586	369	619	-0.39638	0.41484	-0.81902	-0.32256	0.44340	-0.83627	3.109	3.030	3.064	Valid	Valid	260.6	-61.4	550.0	323.7	-57.2	540.3	-5.6	217.2	115.3	229.3	0.0914	0.5581			0.1922	0.5733	Calibration	Unclassified	58	50						
8583019	75089876007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614490695					131	586	-56	576	319	597	-0.41151	0.40774	-0.81511	-0.34654	0.42899	-0.83419	3.099	3.180	3.059	Valid	Valid	260.6	-62.1	550.8	323.8	-56.5	539.7	-17.5	213.4	99.6	221.0	0.0684	0.5430			0.1660	0.5525	Calibration	Unclassified	58	50						
8591352	75089884340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614499028					158	654	-49	603	365	705	-0.40667	0.42016	-0.81123	-0.31837	0.48025	-0.81731	3.084	3.010	3.065	Valid	Valid	260.6	-61.9	550.6	323.6	-55.2	538.1	-15.4	223.2	114.0	261.0	0.0822	0.6053			0.1900	0.6525	Calibration	Unclassified	58	50						
8599685	75089892673	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614507361					176	599	-19	583	370	614	-0.39703	0.41328	-0.81949	-0.32255	0.44129	-0.83739	3.085	3.032	3.058	Valid	Valid	260.6	-61.3	549.9	323.7	-57.2	540.3	-5.9	216.0	115.6	227.6	0.0915	0.5545			0.1927	0.5689	Calibration	Unclassified	58	50						
8608019	75089901007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614515695					130	584	-55	573	315	595	-0.41143	0.40629	-0.81588	-0.34832	0.42771	-0.83411	3.111	3.179	3.056	Valid	Valid	260.6	-62.1	550.8	323.8	-56.5	539.7	-17.2	212.2	98.4	220.2	0.0677	0.5405			0.1641	0.5505	Calibration	Unclassified	58	50						
8616352	75089909340	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614524028					159	653	-49	602	367	704	-0.40664	0.41987	-0.81138	-0.31762	0.48000	-0.81775	3.083	3.014	3.057	Valid	Valid	260.6	-62.1	550.7	323.6	-55.2	538.2	-15.4	222.9	114.5	260.7	0.0826	0.6045			0.1909	0.6516	Calibration	Unclassified	58	50						
8624685	75089917673	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614532361					173	596	-19	581	365	611	-0.39730	0.41217	-0.81992	-0.32505	0.43917	-0.83754	3.073	3.027	3.065	Valid	Valid	260.6	-61.4	550.0	323.7	-57.2	540.3	-6.0	215.1	114.0	226.1	0.0900	0.5515			0.1900	0.5653	Calibration	Saccade	17	71						
8633019	75089926007	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614540695					127	585	-61	577	316	593	-0.41363	0.40745	-0.81418	-0.34809	0.42702	-0.83456	3.078	3.162	3.050	Valid	Valid	260.6	-62.0	550.7	323.8	-56.4	539.6	-19.2	213.6	98.7	219.7	0.0662	0.5415			0.1645	0.5491	Calibration	Saccade	17	71						
8641358	75089934346	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614549034					127	614	-48	602	302	627	-0.40615	0.41991	-0.81162	-0.35076	0.44190	-0.82564	3.069	3.053	3.063	Valid	Valid	260.5	-62.1	550.7	323.7	-56.5	539.6	-15.1	222.9	94.4	232.3	0.0662	0.5689			0.1574	0.5807	Calibration	Unclassified	8	51						
8649691	75089942679	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614557367					175	601	-17	589	367	614	-0.39549	0.41627	-0.81872	-0.32370	0.44066	-0.83728	3.070	3.023	3.062	Valid	Valid	260.5	-61.5	550.1	323.7	-57.1	540.3	-5.2	218.2	114.8	227.2	0.0913	0.5568			0.1913	0.5681	Calibration	Saccade	17	72						
8658025	75089951013	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614565701					131	588	-56	580	317	596	-0.41120	0.40939	-0.81444	-0.34718	0.42839	-0.83423	3.087	3.154	3.046	Valid	Valid	260.5	-62.0	550.7	323.7	-56.4	539.6	-17.5	214.8	99.2	220.7	0.0681	0.5444			0.1653	0.5517	Calibration	Saccade	17	72						
8666358	75089959346	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614574034					150	655	-47	593	346	716	-0.40636	0.41614	-0.81345	-0.32505	0.48396	-0.81248	3.020	3.018	3.047	Valid	Valid	260.5	-62.0	550.7	323.5	-55.7	538.6	-14.6	219.7	108.1	265.2	0.0779	0.6061			0.1801	0.6629	Calibration	Unclassified	33	52						
8674691	75089967679	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614582367					175	604	-8	590	358	619	-0.39197	0.41725	-0.81992	-0.32726	0.44216	-0.83510	3.065	3.024	3.065	Valid	Valid	260.5	-61.7	550.3	323.6	-56.8	539.9	-2.6	218.4	112.0	229.1	0.0912	0.5593			0.1867	0.5727	Calibration	Unclassified	33	52						
8683025	75089976013	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614590701					147	594	-40	585	334	603	-0.40449	0.41273	-0.81611	-0.33944	0.43280	-0.83514	3.071	3.153	3.044	Valid	Valid	260.5	-62.0	550.7	323.7	-56.4	539.6	-12.5	216.5	104.3	223.2	0.0766	0.5496			0.1739	0.5580	Calibration	Unclassified	33	52						
8691358	75089984346	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614599034					131	611	-41	607	303	615	-0.40305	0.42248	-0.81183	-0.35116	0.43651	-0.82834	3.053	3.065	3.065	Valid	Valid	260.5	-61.8	550.5	323.7	-57.0	540.1	-12.8	224.7	94.7	227.7	0.0682	0.5654			0.1578	0.5692	Calibration	Unclassified	33	52						
8699691	75089992679	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614607367					186	607	2	595	370	619	-0.38723	0.42066	-0.82042	-0.32211	0.44320	-0.83655	3.065	3.015	3.063	Valid	Valid	260.4	-61.9	550.5	323.6	-56.8	540.0	0.6	220.4	115.7	229.2	0.0969	0.5621	0.0010	0.5510	0.1928	0.5731	Calibration	Saccade	33	73						
8708025	75090001013	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614615701					153	592	-31	580	338	605	-0.40177	0.41109	-0.81828	-0.33729	0.43419	-0.83529	3.062	3.146	3.051	Valid	Valid	260.5	-61.8	550.5	323.7	-56.7	539.9	-9.8	214.8	105.7	223.9	0.0799	0.5483			0.1761	0.5598	Calibration	Saccade	33	73						
8716358	75090009346	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614624034					191	569	3	562	379	576	-0.38999	0.40577	-0.82659	-0.32207	0.42358	-0.84667	3.056	3.046	3.051	Valid	Valid	260.6	-61.9	550.5	323.7	-56.6	539.7	0.8	208.3	118.4	213.4	0.0994	0.5272	0.0014	0.5208	0.1974	0.5336	Calibration	Saccade	33	73						
8724691	75090017679	Eye Tracker	Project1	2024/01/29	wakita1	Recording1		2024/01/29	2024/01/29	12:02:16.317	03:02:16.317	48230	Tobii I-VT (Fixation)	1.232.52758	1080	1920	10.00	152.3	111.9	139.4	13.56	9.19	11.51	487	358	446	99.0	94.0	115.0	8.55	7.43	9.01	317	301	368	1614632367					290	574	102	552	478	595	-0.35043	0.40806	-0.84302	-0.27597	0.43934	-0.85488	3.050	3.034	3.050	Valid	Valid	260.6	-61.9	550.3	323.8	-57.2	540.2	31.8	204.5	149.4	220.4	0.1510	0.5312	0.0530	0.5113	0.2490	0.5511	Calibration	Saccade	33	73						
